"","id","personagem","diálogo"
"780","779","VADER","Não há escapatória. Não me faça destruir você. Você ainda não percebeu sua importância. Você apenas começou a descobrir seu poder. Junte-se a mim e eu completarei seu treinamento. Com nossa força combinada , podemos acabar com esse conflito destrutivo e trazer ordem para a galáxia."
"781","780","LUKE","Eu nunca vou me juntar a você!"
"782","781","VADER","Se você conhecesse o poder do lado negro. Obi-Wan nunca lhe contou o que aconteceu com seu pai."
"783","782","LUKE","Ele me disse o suficiente! Ele me disse que você o matou."
"784","783","VADER","Não. Eu sou seu pai."
"785","784","LUKE","Não. Não. Isso não é verdade! Isso é impossível!"
"786","785","VADER","Procure seus sentimentos. Você sabe que é verdade."
"787","786","LUKE","Não! Não! Não!"
"788","787","VADER","Luke. Você pode destruir o Imperador. Ele previu isso. É o seu destino. Junte-se a mim, e podemos governar a galáxia como pai e filho. Venha comigo. É o único caminho."
"789","788","LUKE","Ben... Ben, por favor!"
"790","789","LUKE","Ben. Leia!"
"791","790","LUKE","Ouça-me! Leia!"
"792","791","LEIA","Luke... Temos que voltar."
"793","792","LANDO","O quê?"
"794","793","LEIA","Eu sei onde Luke está."
"795","794","LANDO","Mas e aqueles caças?"
"796","795","LEIA","Chewie, apenas faça."
"797","796","LANDO","Mas e o Vader?"
"798","797","LANDO","Tudo bem, tudo bem, tudo bem."
"799","798","VADER","Traga meu ônibus espacial."
"800","799","LANDO","Olha, tem alguém lá em cima."
"801","800","LEIA","É Luke. Chewie, desacelere. Desacelere e vamos passar por baixo dele. Lando, abra a escotilha superior."
"802","801","LEIA","Ok. Calma, Chewie."
"803","802","LEIA","Lando?"
"804","803","LANDO","Ok, vamos."
"805","804","LUKE","Ah, Leia."
"806","805","LANDO","Tudo bem, Chewie. Vamos."
"807","806","LEIA","Já volto."
"808","807","LEIA","Destruidor Estelar."
"809","808","LANDO","Tudo bem, Chewie. Pronto para a velocidade da luz."
"810","809","LEIA","Se seu pessoal consertou o hiperdrive."
"811","810","LEIA","Todas as coordenadas estão definidas. É agora ou nunca."
"812","811","LANDO","Soque!"
"813","812","LANDO","Eles me disseram que consertaram. Eu confiei neles para consertar. Não é minha culpa!"
"814","813","PIETT","Eles estarão ao alcance de nosso raio trator em instantes, senhor."
"815","814","VADER","Seus homens desativaram o hyperdrive na Millennium Falcon?"
"816","815","PIETT","Sim, meu senhor."
"817","816","VADER","Bom. Prepare o grupo de embarque e prepare suas armas para atordoar."
"818","817","PIETT","Sim, meu senhor."
"819","818","THREEPIO","Bruta barulhenta. Por que não entramos na velocidade da luz?"
"820","819","THREEPIO","Não podemos? Como você sabe que o hiperdrive está desativado?"
"821","820","THREEPIO","O computador central da cidade te disse? Artoo-Detoo, você sabe que não deve confiar em um computador estranho. Ai! Preste atenção no que você está fazendo!"
"822","821","VADER","Luke."
"823","822","LUKE","Pai."
"824","823","VADER","Filho, venha comigo."
"825","824","LUKE","Ben, por que você não me contou?"
"826","825","LANDO","Chewie!"
"827","826","LUKE","É Vader."
"828","827","VADER","Luke... é o seu destino."
"829","828","LUKE","Ben, por que você não me contou?"
"830","829","PIETT","Alertar todos os comandos. Pronto para o raio trator."
"831","830","THREEPIO","Artoo, volte já! Você não terminou comigo ainda! Você não sabe como consertar o hiperdrive. Chewbacca pode fazer isso. Eu estou aqui em pedaços, e você"
"832","está","tendo","delírios"
"833","de","grandeza!""",""
"834","831","THREEPIO","Ah, você conseguiu!"
"835","832","LANDO","Luke, estamos prontos para decolar."
"836","833","LUKE","Boa sorte, Lando"
"837","834","LANDO","Quando encontrarmos Jabba the Hut e aquele caçador de recompensas, entraremos em contato com você."
"838","835","LUKE","Te encontro no ponto de encontro em Tatooine."
"839","836","LANDO","Princesa, vamos encontrar Han. Eu prometo."
"840","837","LUKE","Chewie, estarei esperando seu sinal."
"841","838","LUKE","Tomem cuidado, vocês dois. Que a Força esteja com vocês."
"842","839","LUKE","Ai!"
